Year,Gebietseinheit,GeoCode,Value
2019,"Nienburg (Weser)",K03256,170
2019,"Schaumburg",K03257,234
2019,"Statistische Region Hannover",K032,3869
2019,"Celle",K03351,338
2019,"Cuxhaven",K03352,149
2019,"Harburg",K03353,279
2019,"Lüchow-Dannenberg",K03354,26
2019,"Lüneburg",K03355,253
2019,"Osterholz",K03356,114
2019,"Rotenburg (Wümme)",K03357,126
2019,"Heidekreis",K03358,192
2019,"Stade",K03359,279
2019,"Uelzen",K03360,74
2019,"Verden",K03361,177
2019,"Statistische Region Lüneburg",K033,2007
2019,"Delmenhorst, Stadt",K03401,155
2019,"Emden  Stadt",K03402,34
2019,"Oldenburg(Oldb), Stadt",K03403,303
2019,"Osnabrück, Stadt",K03404,407
2019,"Wilhelmshaven, Stadt",K03405,125
2019,"Ammerland",K03451,111
2019,"Aurich",K03452,142
2019,"Cloppenburg",K03453,149
2019,"Emsland",K03454,237
2019,"Friesland",K03455,81
2019,"Grafschaft Bentheim",K03456,207
2019,"Leer",K03457,143
2019,"Oldenburg",K03458,170
2019,"Osnabrück",K03459,428
2019,"Vechta",K03460,231
2019,"Wesermarsch",K03461,106
2019,"Wittmund",K03462,50
2019,"Statistische Region Weser-Ems",K034,3079
2019,"Niedersachsen",K030,10932
2020,"Braunschweig, Stadt",K03101,407
2020,"Salzgitter, Stadt",K03102,126
2020,"Wolfsburg, Stadt",K03103,222
2020,"Gifhorn",K03151,145
2020,"Goslar",K03153,85
2020,"Helmstedt",K03154,68
2020,"Northeim",K03155,93
2020,"Peine",K03157,139
2020,"Wolfenbüttel",K03158,87
2020,"Göttingen",K03159,288
2020,"Statistische Region Braunschweig",K031,1660
2020,"Hannover  Region",K03241,1948
2020,"dav. Hannover, Lhst.",K03241001,1057
2020,"dav. Hannover, Umland",K03241999,891
2020,"Diepholz",K03251,231
2020,"Hameln-Pyrmont",K03252,188
2020,"Hildesheim",K03254,398
2020,"Holzminden",K03255,41
2020,"Nienburg (Weser)",K03256,127
2020,"Schaumburg",K03257,186
2020,"Statistische Region Hannover",K032,3119
2020,"Celle",K03351,264
2020,"Cuxhaven",K03352,162
2020,"Harburg",K03353,280
2020,"Lüchow-Dannenberg",K03354,15
2020,"Lüneburg",K03355,218
2020,"Osterholz",K03356,77
2020,"Rotenburg (Wümme)",K03357,86
2020,"Heidekreis",K03358,199
2020,"Stade",K03359,166
2020,"Uelzen",K03360,152
2020,"Verden",K03361,114
2020,"Statistische Region Lüneburg",K033,1733
2020,"Delmenhorst, Stadt",K03401,157
2020,"Emden  Stadt",K03402,34
2020,"Oldenburg(Oldb), Stadt",K03403,236
2020,"Osnabrück, Stadt",K03404,369
2020,"Wilhelmshaven, Stadt",K03405,83
2020,"Ammerland",K03451,92
2020,"Aurich",K03452,112
2020,"Cloppenburg",K03453,129
2020,"Emsland",K03454,175
2020,"Friesland",K03455,71
2020,"Grafschaft Bentheim",K03456,168
2020,"Leer",K03457,121
2020,"Oldenburg",K03458,96
2020,"Osnabrück",K03459,196
2020,"Vechta",K03460,226
2020,"Wesermarsch",K03461,73
2020,"Wittmund",K03462,28
2020,"Statistische Region Weser-Ems",K034,2366
2020,"Niedersachsen",K030,8878
2021,"Braunschweig, Stadt",K03101,469
2021,"Salzgitter, Stadt",K03102,163
2021,"Wolfsburg, Stadt",K03103,283
2021,"Gifhorn",K03151,119
2021,"Goslar",K03153,113
2021,"Helmstedt",K03154,78
2021,"Northeim",K03155,97
2021,"Peine",K03157,222
2021,"Wolfenbüttel",K03158,138
2021,"Göttingen",K03159,371
2021,"Statistische Region Braunschweig",K031,2053
2021,"Hannover  Region",K03241,1929
2021,"dav. Hannover, Lhst.",K03241001,1036
2021,"dav. Hannover, Umland",K03241999,893
2021,"Diepholz",K03251,236
2021,"Hameln-Pyrmont",K03252,177
2021,"Hildesheim",K03254,439
2021,"Holzminden",K03255,62
2021,"Nienburg (Weser)",K03256,139
2021,"Schaumburg",K03257,214
2021,"Statistische Region Hannover",K032,3196
2021,"Celle",K03351,175
2021,"Cuxhaven",K03352,215
2021,"Harburg",K03353,456
2021,"Lüchow-Dannenberg",K03354,21
2021,"Lüneburg",K03355,425
2021,"Osterholz",K03356,82
2021,"Rotenburg (Wümme)",K03357,154
2021,"Heidekreis",K03358,179
2021,"Stade",K03359,209
2021,"Uelzen",K03360,110
2021,"Verden",K03361,92
2021,"Statistische Region Lüneburg",K033,2118
2021,"Delmenhorst, Stadt",K03401,154
2021,"Emden  Stadt",K03402,47
2021,"Oldenburg(Oldb), Stadt",K03403,239
2021,"Osnabrück, Stadt",K03404,449
2021,"Wilhelmshaven, Stadt",K03405,182
2021,"Ammerland",K03451,69
2021,"Aurich",K03452,207
2021,"Cloppenburg",K03453,92
2021,"Emsland",K03454,263
2021,"Friesland",K03455,80
2021,"Grafschaft Bentheim",K03456,312
2021,"Leer",K03457,131
2021,"Oldenburg",K03458,158
2021,"Osnabrück",K03459,259
2021,"Vechta",K03460,292
2021,"Wesermarsch",K03461,109
2021,"Wittmund",K03462,9
2021,"Statistische Region Weser-Ems",K034,3052
2021,"Niedersachsen",K030,10419
2022,"Braunschweig, Stadt",K03101,613
2022,"Salzgitter, Stadt",K03102,339
2022,"Wolfsburg, Stadt",K03103,386
2022,"Gifhorn",K03151,149
2022,"Goslar",K03153,342
2022,"Helmstedt",K03154,104
2022,"Northeim",K03155,149
2022,"Peine",K03157,336
2022,"Wolfenbüttel",K03158,132
2022,"Göttingen",K03159,442
2022,"Statistische Region Braunschweig",K031,2992
2022,"Region Hannover",K03241,2121
2022,"dav. Hannover, Lhst.",K03241001,952
2022,"dav. Hannover, Umland",K03241999,1169
2022,"Diepholz",K03251,470
2022,"Hameln-Pyrmont",K03252,390
2022,"Hildesheim",K03254,416
2022,"Holzminden",K03255,96
2022,"Nienburg (Weser)",K03256,177
2022,"Schaumburg",K03257,315
2022,"Statistische Region Hannover",K032,3985
2022,"Celle",K03351,127
2022,"Cuxhaven",K03352,303
2022,"Harburg",K03353,485
2022,"Lüchow-Dannenberg",K03354,72
2022,"Lüneburg",K03355,574
2022,"Osterholz",K03356,112
2022,"Rotenburg (Wümme)",K03357,185
2022,"Heidekreis",K03358,225
2022,"Stade",K03359,209
2022,"Uelzen",K03360,136
2022,"Verden",K03361,110
2022,"Statistische Region Lüneburg",K033,2538
2022,"Delmenhorst, Stadt",K03401,204
2022,"Emden, Stadt",K03402,136
2022,"Oldenburg (Oldb), Stadt",K03403,329
2022,"Osnabrück, Stadt",K03404,331
2022,"Wilhelmshaven, Stadt",K03405,181
2022,"Ammerland",K03451,120
2022,"Aurich",K03452,241
2022,"Cloppenburg",K03453,237
2022,"Emsland",K03454,358
2022,"Friesland",K03455,88
2022,"Grafschaft Bentheim",K03456,408
2022,"Leer",K03457,91
2022,"Oldenburg",K03458,218
2022,"Osnabrück",K03459,436
2022,"Vechta",K03460,427
2022,"Wesermarsch",K03461,107
2022,"Wittmund",K03462,8
2022,"Statistische Region Weser-Ems",K034,3920
2022,"Niedersachsen",K030,13435
