Year,Gebietseinheit,Altersgruppe,GeoCode,Value
2021,"Osnabrück, Stadt",80 und älter,K03404,475
2021,"Wilhelmshaven, Stadt",80 und älter,K03405,95
2021,"Ammerland",80 und älter,K03451,90
2021,"Aurich",80 und älter,K03452,95
2021,"Cloppenburg",80 und älter,K03453,85
2021,"Emsland",80 und älter,K03454,350
2021,"Friesland",80 und älter,K03455,85
2021,"Grafschaft Bentheim",80 und älter,K03456,630
2021,"Leer",80 und älter,K03457,170
2021,"Oldenburg",80 und älter,K03458,100
2021,"Osnabrück",80 und älter,K03459,415
2021,"Vechta",80 und älter,K03460,160
2021,"Wesermarsch",80 und älter,K03461,130
2021,"Wittmund",80 und älter,K03462,30
2021,"Statistische Region Weser-Ems",80 und älter,K034,3320
2021,"Niedersachsen",80 und älter,,14970
2020,"Braunschweig, Stadt",Insgesamt,K03101,30950
2020,"Salzgitter, Stadt",Insgesamt,K03102,20785
2020,"Wolfsburg, Stadt",Insgesamt,K03103,20265
2020,"Gifhorn",Insgesamt,K03151,12955
2020,"Goslar",Insgesamt,K03153,13830
2020,"Helmstedt",Insgesamt,K03154,6760
2020,"Northeim",Insgesamt,K03155,9310
2020,"Peine",Insgesamt,K03157,11985
2020,"Wolfenbüttel",Insgesamt,K03158,7860
2020,"Göttingen",Insgesamt,K03159,32265
2020,"Statistische Region Braunschweig",Insgesamt,K031,166960
2020,"Region Hannover",Insgesamt,K03241,185675
2020,"dav. Hannover, Lhst.",Insgesamt,K03241001,112125
2020,"dav. Hannover, Umland",Insgesamt,K03241999,73550
2020,"Diepholz",Insgesamt,K03251,19395
2020,"Hameln-Pyrmont",Insgesamt,K03252,17460
2020,"Hildesheim",Insgesamt,K03254,25525
2020,"Holzminden",Insgesamt,K03255,4490
2020,"Nienburg (Weser)",Insgesamt,K03256,10560
2020,"Schaumburg",Insgesamt,K03257,14755
2020,"Statistische Region Hannover",Insgesamt,K032,277860
2020,"Celle",Insgesamt,K03351,14300
2020,"Cuxhaven",Insgesamt,K03352,13410
2020,"Harburg",Insgesamt,K03353,22685
2020,"Lüchow-Dannenberg",Insgesamt,K03354,2900
2020,"Lüneburg",Insgesamt,K03355,13095
2020,"Osterholz",Insgesamt,K03356,6980
2020,"Rotenburg (Wümme)",Insgesamt,K03357,12055
2020,"Heidekreis",Insgesamt,K03358,12750
2020,"Stade",Insgesamt,K03359,19980
2020,"Uelzen",Insgesamt,K03360,6015
2020,"Verden",Insgesamt,K03361,11465
2020,"Statistische Region Lüneburg",Insgesamt,K033,135635
2020,"Delmenhorst, Stadt",Insgesamt,K03401,13710
2020,"Emden, Stadt",Insgesamt,K03402,6040
2020,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,19145
2020,"Osnabrück, Stadt",Insgesamt,K03404,25420
2020,"Wilhelmshaven, Stadt",Insgesamt,K03405,8800
2020,"Ammerland",Insgesamt,K03451,8735
2020,"Aurich",Insgesamt,K03452,11465
2020,"Cloppenburg",Insgesamt,K03453,20565
2020,"Emsland",Insgesamt,K03454,41090
2020,"Friesland",Insgesamt,K03455,4905
2020,"Grafschaft Bentheim",Insgesamt,K03456,22410
2020,"Leer",Insgesamt,K03457,15200
2020,"Oldenburg",Insgesamt,K03458,12850
2020,"Osnabrück",Insgesamt,K03459,34995
2020,"Vechta",Insgesamt,K03460,21370
2020,"Wesermarsch",Insgesamt,K03461,7820
2020,"Wittmund",Insgesamt,K03462,2915
2020,"Statistische Region Weser-Ems",Insgesamt,K034,277435
2020,"Niedersachsen",Insgesamt,K030,857895
2019,"Braunschweig, Stadt",Insgesamt,K03101,31445
2019,"Salzgitter, Stadt",Insgesamt,K03102,20175
2019,"Wolfsburg, Stadt",Insgesamt,K03103,20160
2019,"Gifhorn",Insgesamt,K03151,12330
2019,"Goslar",Insgesamt,K03153,14020
2019,"Helmstedt",Insgesamt,K03154,6535
2019,"Northeim",Insgesamt,K03155,9225
2019,"Peine",Insgesamt,K03157,11340
2019,"Wolfenbüttel",Insgesamt,K03158,7675
2019,"Göttingen",Insgesamt,K03159,32090
2019,"Statistische Region Braunschweig",Insgesamt,K031,165000
2019,"Region Hannover",Insgesamt,K03241,185310
2019,"dav. Hannover, Lhst.",Insgesamt,K03241001,113440
2019,"dav. Hannover, Umland",Insgesamt,K03241999,71870
2019,"Diepholz",Insgesamt,K03251,18545
2019,"Hameln-Pyrmont",Insgesamt,K03252,16910
2019,"Hildesheim",Insgesamt,K03254,24995
2019,"Holzminden",Insgesamt,K03255,4275
2019,"Nienburg (Weser)",Insgesamt,K03256,10345
2019,"Schaumburg",Insgesamt,K03257,14255
2019,"Statistische Region Hannover",Insgesamt,K032,274635
2019,"Celle",Insgesamt,K03351,14330
2019,"Cuxhaven",Insgesamt,K03352,13345
2019,"Harburg",Insgesamt,K03353,21285
2019,"Lüchow-Dannenberg",Insgesamt,K03354,2785
2019,"Lüneburg",Insgesamt,K03355,13120
2019,"Osterholz",Insgesamt,K03356,6715
2019,"Rotenburg (Wümme)",Insgesamt,K03357,11585
2019,"Heidekreis",Insgesamt,K03358,12525
2019,"Stade",Insgesamt,K03359,19385
2019,"Uelzen",Insgesamt,K03360,5765
2019,"Verden",Insgesamt,K03361,11175
2019,"Statistische Region Lüneburg",Insgesamt,K033,132025
2019,"Delmenhorst, Stadt",Insgesamt,K03401,13220
2019,"Emden, Stadt",Insgesamt,K03402,5675
2019,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,18285
2019,"Osnabrück, Stadt",Insgesamt,K03404,25290
2019,"Wilhelmshaven, Stadt",Insgesamt,K03405,8785
2019,"Ammerland",Insgesamt,K03451,8525
2019,"Aurich",Insgesamt,K03452,11480
2019,"Cloppenburg",Insgesamt,K03453,18890
2019,"Emsland",Insgesamt,K03454,40430
2019,"Friesland",Insgesamt,K03455,4840
2019,"Grafschaft Bentheim",Insgesamt,K03456,22030
2019,"Leer",Insgesamt,K03457,14855
2019,"Oldenburg",Insgesamt,K03458,12525
2019,"Osnabrück",Insgesamt,K03459,33445
2019,"Vechta",Insgesamt,K03460,20715
2019,"Wesermarsch",Insgesamt,K03461,7780
2019,"Wittmund",Insgesamt,K03462,2745
2019,"Statistische Region Weser-Ems",Insgesamt,K034,269505
2019,"Niedersachsen",Insgesamt,K030,841165
2018,"Braunschweig, Stadt",Insgesamt,K03101,29730
2018,"Salzgitter, Stadt",Insgesamt,K03102,19850
2018,"Wolfsburg, Stadt",Insgesamt,K03103,19325
2018,"Gifhorn",Insgesamt,K03151,11810
2018,"Goslar",Insgesamt,K03153,13455
2018,"Helmstedt",Insgesamt,K03154,6485
2018,"Northeim",Insgesamt,K03155,8805
2018,"Peine",Insgesamt,K03157,11035
2018,"Wolfenbüttel",Insgesamt,K03158,7515
2018,"Göttingen",Insgesamt,K03159,30170
2018,"Statistische Region Braunschweig",Insgesamt,K031,158180
2018,"Region Hannover",Insgesamt,K03241,181570
2018,"dav. Hannover, Lhst.",Insgesamt,K03241001,111255
2018,"dav. Hannover, Umland",Insgesamt,K03241999,70315
2018,"Diepholz",Insgesamt,K03251,17565
2018,"Hameln-Pyrmont",Insgesamt,K03252,16535
2018,"Hildesheim",Insgesamt,K03254,24090
2018,"Holzminden",Insgesamt,K03255,4330
2018,"Nienburg (Weser)",Insgesamt,K03256,10430
2018,"Schaumburg",Insgesamt,K03257,13985
2018,"Statistische Region Hannover",Insgesamt,K032,268505
2018,"Celle",Insgesamt,K03351,14130
2018,"Cuxhaven",Insgesamt,K03352,13335
2018,"Harburg",Insgesamt,K03353,18930
2018,"Lüchow-Dannenberg",Insgesamt,K03354,2665
2018,"Lüneburg",Insgesamt,K03355,12760
2018,"Osterholz",Insgesamt,K03356,6560
2018,"Rotenburg (Wümme)",Insgesamt,K03357,11145
2018,"Heidekreis",Insgesamt,K03358,11545
2018,"Stade",Insgesamt,K03359,18555
2018,"Uelzen",Insgesamt,K03360,5605
2018,"Verden",Insgesamt,K03361,10975
2018,"Statistische Region Lüneburg",Insgesamt,K033,126195
2018,"Delmenhorst, Stadt",Insgesamt,K03401,12970
2018,"Emden, Stadt",Insgesamt,K03402,5530
2018,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,17365
2018,"Osnabrück, Stadt",Insgesamt,K03404,24470
2018,"Wilhelmshaven, Stadt",Insgesamt,K03405,8410
2018,"Ammerland",Insgesamt,K03451,8075
2018,"Aurich",Insgesamt,K03452,11515
2018,"Cloppenburg",Insgesamt,K03453,18915
2018,"Emsland",Insgesamt,K03454,38825
2018,"Friesland",Insgesamt,K03455,4830
2018,"Grafschaft Bentheim",Insgesamt,K03456,21550
2018,"Leer",Insgesamt,K03457,13610
2018,"Oldenburg",Insgesamt,K03458,11595
2018,"Osnabrück",Insgesamt,K03459,32625
2018,"Vechta",Insgesamt,K03460,19790
2018,"Wesermarsch",Insgesamt,K03461,7455
2018,"Wittmund",Insgesamt,K03462,2675
2018,"Statistische Region Weser-Ems",Insgesamt,K034,260205
2018,"Niedersachsen",Insgesamt,K030,813080
2017,"Braunschweig, Stadt",Insgesamt,K03101,28420
2017,"Salzgitter, Stadt",Insgesamt,K03102,18835
2017,"Wolfsburg, Stadt",Insgesamt,K03103,18420
2017,"Gifhorn",Insgesamt,K03151,11140
2017,"Goslar",Insgesamt,K03153,12780
2017,"Helmstedt",Insgesamt,K03154,6415
2017,"Northeim",Insgesamt,K03155,8440
2017,"Peine",Insgesamt,K03157,10415
2017,"Wolfenbüttel",Insgesamt,K03158,7345
2017,"Göttingen",Insgesamt,K03159,28955
2017,"Statistische Region Braunschweig",Insgesamt,K031,151170
2017,"Region Hannover",Insgesamt,K03241,175170
2017,"dav. Hannover, Lhst.",Insgesamt,K03241001,107965
2017,"dav. Hannover, Umland",Insgesamt,K03241999,67205
2017,"Diepholz",Insgesamt,K03251,16065
2017,"Hameln-Pyrmont",Insgesamt,K03252,15795
2017,"Hildesheim",Insgesamt,K03254,22775
2017,"Holzminden",Insgesamt,K03255,4350
2017,"Nienburg (Weser)",Insgesamt,K03256,10010
2017,"Schaumburg",Insgesamt,K03257,13545
2017,"Statistische Region Hannover",Insgesamt,K032,257705
2017,"Celle",Insgesamt,K03351,13430
2017,"Cuxhaven",Insgesamt,K03352,13215
2017,"Harburg",Insgesamt,K03353,17475
2017,"Lüchow-Dannenberg",Insgesamt,K03354,2585
2017,"Lüneburg",Insgesamt,K03355,12105
2017,"Osterholz",Insgesamt,K03356,6360
2017,"Rotenburg (Wümme)",Insgesamt,K03357,10845
2017,"Heidekreis",Insgesamt,K03358,10920
2017,"Stade",Insgesamt,K03359,17280
2017,"Uelzen",Insgesamt,K03360,5335
2017,"Verden",Insgesamt,K03361,10510
2017,"Statistische Region Lüneburg",Insgesamt,K033,120060
2017,"Delmenhorst, Stadt",Insgesamt,K03401,12410
2017,"Emden, Stadt",Insgesamt,K03402,5420
2017,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,16595
2017,"Osnabrück, Stadt",Insgesamt,K03404,23915
2017,"Wilhelmshaven, Stadt",Insgesamt,K03405,7820
2017,"Ammerland",Insgesamt,K03451,7600
2017,"Aurich",Insgesamt,K03452,11200
2017,"Cloppenburg",Insgesamt,K03453,17050
2017,"Emsland",Insgesamt,K03454,36430
2017,"Friesland",Insgesamt,K03455,4770
2017,"Grafschaft Bentheim",Insgesamt,K03456,21140
2017,"Leer",Insgesamt,K03457,12705
2017,"Oldenburg",Insgesamt,K03458,11375
2017,"Osnabrück",Insgesamt,K03459,30930
2017,"Vechta",Insgesamt,K03460,18640
2017,"Wesermarsch",Insgesamt,K03461,7325
2017,"Wittmund",Insgesamt,K03462,2595
2017,"Statistische Region Weser-Ems",Insgesamt,K034,247925
2017,"Niedersachsen",Insgesamt,K030,776860
2016,"Braunschweig, Stadt",Insgesamt,K03101,28200
2016,"Salzgitter, Stadt",Insgesamt,K03102,16885
2016,"Wolfsburg, Stadt",Insgesamt,K03103,17770
2016,"Gifhorn",Insgesamt,K03151,10840
2016,"Goslar",Insgesamt,K03153,11745
2016,"Helmstedt",Insgesamt,K03154,6230
2016,"Northeim",Insgesamt,K03155,8245
2016,"Peine",Insgesamt,K03157,9910
2016,"Wolfenbüttel",Insgesamt,K03158,7290
2016,"Göttingen",Insgesamt,K03159,28035
2016,"Statistische Region Braunschweig",Insgesamt,K031,145155
2016,"Region Hannover",Insgesamt,K03241,168735
2016,"dav. Hannover, Lhst.",Insgesamt,K03241001,104465
2016,"dav. Hannover, Umland",Insgesamt,K03241999,64270
2016,"Diepholz",Insgesamt,K03251,15540
2016,"Hameln-Pyrmont",Insgesamt,K03252,15065
2016,"Hildesheim",Insgesamt,K03254,21915
2016,"Holzminden",Insgesamt,K03255,4300
2016,"Nienburg (Weser)",Insgesamt,K03256,9380
2016,"Schaumburg",Insgesamt,K03257,12600
2016,"Statistische Region Hannover",Insgesamt,K032,247535
2016,"Celle",Insgesamt,K03351,12675
2016,"Cuxhaven",Insgesamt,K03352,13215
2016,"Harburg",Insgesamt,K03353,16015
2016,"Lüchow-Dannenberg",Insgesamt,K03354,2825
2016,"Lüneburg",Insgesamt,K03355,11800
2016,"Osterholz",Insgesamt,K03356,6210
2016,"Rotenburg (Wümme)",Insgesamt,K03357,10720
2016,"Heidekreis",Insgesamt,K03358,11140
2016,"Stade",Insgesamt,K03359,16345
2016,"Uelzen",Insgesamt,K03360,5020
2016,"Verden",Insgesamt,K03361,10055
2016,"Statistische Region Lüneburg",Insgesamt,K033,116020
2016,"Delmenhorst, Stadt",Insgesamt,K03401,11225
2016,"Emden, Stadt",Insgesamt,K03402,4955
2016,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,15440
2016,"Osnabrück, Stadt",Insgesamt,K03404,22855
2016,"Wilhelmshaven, Stadt",Insgesamt,K03405,6925
2016,"Ammerland",Insgesamt,K03451,7130
2016,"Aurich",Insgesamt,K03452,11055
2016,"Cloppenburg",Insgesamt,K03453,17345
2016,"Emsland",Insgesamt,K03454,34110
2016,"Friesland",Insgesamt,K03455,4745
2016,"Grafschaft Bentheim",Insgesamt,K03456,21015
2016,"Leer",Insgesamt,K03457,12320
2016,"Oldenburg",Insgesamt,K03458,10860
2016,"Osnabrück",Insgesamt,K03459,29000
2016,"Vechta",Insgesamt,K03460,17665
2016,"Wesermarsch",Insgesamt,K03461,7260
2016,"Wittmund",Insgesamt,K03462,2560
2016,"Statistische Region Weser-Ems",Insgesamt,K034,236470
2016,"Niedersachsen",Insgesamt,K030,745185
2015,"Braunschweig, Stadt",Insgesamt,K03101,26108
2015,"Salzgitter, Stadt",Insgesamt,K03102,13554
2015,"Wolfsburg, Stadt",Insgesamt,K03103,16966
2015,"Gifhorn",Insgesamt,K03151,9857
2015,"Goslar",Insgesamt,K03153,10620
2015,"Helmstedt",Insgesamt,K03154,5221
2015,"Northeim",Insgesamt,K03155,7164
2015,"Peine",Insgesamt,K03157,9059
2015,"Wolfenbüttel",Insgesamt,K03158,6675
2015,"Göttingen",Insgesamt,K03159,25709
2015,"Statistische Region Braunschweig",Insgesamt,K031,130933
2015,"Region Hannover",Insgesamt,K03241,154696
2015,"dav. Hannover, Lhst.",Insgesamt,K03241001,97357
2015,"dav. Hannover, Umland",Insgesamt,K03241999,57339
2015,"Diepholz",Insgesamt,K03251,13826
2015,"Hameln-Pyrmont",Insgesamt,K03252,13461
2015,"Hildesheim",Insgesamt,K03254,19567
2015,"Holzminden",Insgesamt,K03255,3855
2015,"Nienburg (Weser)",Insgesamt,K03256,7452
2015,"Schaumburg",Insgesamt,K03257,10716
2015,"Statistische Region Hannover",Insgesamt,K032,223573
2015,"Celle",Insgesamt,K03351,10974
2015,"Cuxhaven",Insgesamt,K03352,11863
2015,"Harburg",Insgesamt,K03353,13092
2015,"Lüchow-Dannenberg",Insgesamt,K03354,2767
2015,"Lüneburg",Insgesamt,K03355,9418
2015,"Osterholz",Insgesamt,K03356,6083
2015,"Rotenburg (Wümme)",Insgesamt,K03357,9727
2015,"Heidekreis",Insgesamt,K03358,9386
2015,"Stade",Insgesamt,K03359,14684
2015,"Uelzen",Insgesamt,K03360,4184
2015,"Verden",Insgesamt,K03361,9177
2015,"Statistische Region Lüneburg",Insgesamt,K033,101355
2015,"Delmenhorst, Stadt",Insgesamt,K03401,10029
2015,"Emden, Stadt",Insgesamt,K03402,4576
2015,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,13579
2015,"Osnabrück, Stadt",Insgesamt,K03404,19421
2015,"Wilhelmshaven, Stadt",Insgesamt,K03405,5979
2015,"Ammerland",Insgesamt,K03451,6084
2015,"Aurich",Insgesamt,K03452,9789
2015,"Cloppenburg",Insgesamt,K03453,14893
2015,"Emsland",Insgesamt,K03454,30225
2015,"Friesland",Insgesamt,K03455,3977
2015,"Grafschaft Bentheim",Insgesamt,K03456,19829
2015,"Leer",Insgesamt,K03457,10851
2015,"Oldenburg",Insgesamt,K03458,9373
2015,"Osnabrück",Insgesamt,K03459,24667
2015,"Vechta",Insgesamt,K03460,15697
2015,"Wesermarsch",Insgesamt,K03461,6429
2015,"Wittmund",Insgesamt,K03462,2558
2015,"Statistische Region Weser-Ems",Insgesamt,K034,207956
2015,"Niedersachsen",Insgesamt,K030,663817
2014,"Braunschweig, Stadt",Insgesamt,K03101,23055
2014,"Salzgitter, Stadt",Insgesamt,K03102,11620
2014,"Wolfsburg, Stadt",Insgesamt,K03103,15224
2014,"Gifhorn",Insgesamt,K03151,8866
2014,"Goslar",Insgesamt,K03153,8634
2014,"Helmstedt",Insgesamt,K03154,4100
2014,"Northeim",Insgesamt,K03155,5924
2014,"Peine",Insgesamt,K03157,7401
2014,"Wolfenbüttel",Insgesamt,K03158,5432
2014,"Göttingen",Insgesamt,K03159,22129
2014,"Statistische Region Braunschweig",Insgesamt,K031,112385
2014,"Region Hannover",Insgesamt,K03241,136533
2014,"dav. Hannover, Lhst.",Insgesamt,K03241001,88541
2014,"dav. Hannover, Umland",Insgesamt,K03241999,47992
2014,"Diepholz",Insgesamt,K03251,11631
2014,"Hameln-Pyrmont",Insgesamt,K03252,11665
2014,"Hildesheim",Insgesamt,K03254,16412
2014,"Holzminden",Insgesamt,K03255,3131
2014,"Nienburg (Weser)",Insgesamt,K03256,6299
2014,"Schaumburg",Insgesamt,K03257,9526
2014,"Statistische Region Hannover",Insgesamt,K032,195197
2014,"Celle",Insgesamt,K03351,9503
2014,"Cuxhaven",Insgesamt,K03352,9787
2014,"Harburg",Insgesamt,K03353,12035
2014,"Lüchow-Dannenberg",Insgesamt,K03354,2244
2014,"Lüneburg",Insgesamt,K03355,8364
2014,"Osterholz",Insgesamt,K03356,5090
2014,"Rotenburg (Wümme)",Insgesamt,K03357,7962
2014,"Heidekreis",Insgesamt,K03358,7825
2014,"Stade",Insgesamt,K03359,11524
2014,"Uelzen",Insgesamt,K03360,3588
2014,"Verden",Insgesamt,K03361,7644
2014,"Statistische Region Lüneburg",Insgesamt,K033,85566
2014,"Delmenhorst, Stadt",Insgesamt,K03401,8139
2014,"Emden, Stadt",Insgesamt,K03402,3641
2014,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,11672
2014,"Osnabrück, Stadt",Insgesamt,K03404,17648
2014,"Wilhelmshaven, Stadt",Insgesamt,K03405,4698
2014,"Ammerland",Insgesamt,K03451,4953
2014,"Aurich",Insgesamt,K03452,7903
2014,"Cloppenburg",Insgesamt,K03453,12969
2014,"Emsland",Insgesamt,K03454,25259
2014,"Friesland",Insgesamt,K03455,3078
2014,"Grafschaft Bentheim",Insgesamt,K03456,18091
2014,"Leer",Insgesamt,K03457,9314
2014,"Oldenburg",Insgesamt,K03458,7810
2014,"Osnabrück",Insgesamt,K03459,21929
2014,"Vechta",Insgesamt,K03460,13386
2014,"Wesermarsch",Insgesamt,K03461,5280
2014,"Wittmund",Insgesamt,K03462,1965
2014,"Statistische Region Weser-Ems",Insgesamt,K034,177735
2014,"Niedersachsen",Insgesamt,K030,570883
2013,"Braunschweig, Stadt",Insgesamt,K03101,22122
2013,"Salzgitter, Stadt",Insgesamt,K03102,10596
2013,"Wolfsburg, Stadt",Insgesamt,K03103,14017
2013,"Gifhorn",Insgesamt,K03151,7991
2013,"Goslar",Insgesamt,K03153,7947
2013,"Helmstedt",Insgesamt,K03154,3682
2013,"Northeim",Insgesamt,K03155,5406
2013,"Peine",Insgesamt,K03157,6874
2013,"Wolfenbüttel",Insgesamt,K03158,5051
2013,"Göttingen",Insgesamt,K03159,20804
2013,"Statistische Region Braunschweig",Insgesamt,K031,104490
2013,"Region Hannover",Insgesamt,K03241,126962
2013,"dav. Hannover, Lhst.",Insgesamt,K03241001,82727
2013,"dav. Hannover, Umland",Insgesamt,K03241999,44235
2013,"Diepholz",Insgesamt,K03251,10761
2013,"Hameln-Pyrmont",Insgesamt,K03252,10719
2013,"Hildesheim",Insgesamt,K03254,15353
2013,"Holzminden",Insgesamt,K03255,3094
2013,"Nienburg (Weser)",Insgesamt,K03256,5829
2013,"Schaumburg",Insgesamt,K03257,8854
2013,"Statistische Region Hannover",Insgesamt,K032,181572
2013,"Celle",Insgesamt,K03351,8519
2013,"Cuxhaven",Insgesamt,K03352,8660
2013,"Harburg",Insgesamt,K03353,11651
2013,"Lüchow-Dannenberg",Insgesamt,K03354,1882
2013,"Lüneburg",Insgesamt,K03355,7514
2013,"Osterholz",Insgesamt,K03356,4489
2013,"Rotenburg (Wümme)",Insgesamt,K03357,7204
2013,"Heidekreis",Insgesamt,K03358,7260
2013,"Stade",Insgesamt,K03359,10570
2013,"Uelzen",Insgesamt,K03360,3031
2013,"Verden",Insgesamt,K03361,7060
2013,"Statistische Region Lüneburg",Insgesamt,K033,77840
2013,"Delmenhorst, Stadt",Insgesamt,K03401,7163
2013,"Emden, Stadt",Insgesamt,K03402,3219
2013,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,10836
2013,"Osnabrück, Stadt",Insgesamt,K03404,16602
2013,"Wilhelmshaven, Stadt",Insgesamt,K03405,4440
2013,"Ammerland",Insgesamt,K03451,4463
2013,"Aurich",Insgesamt,K03452,6589
2013,"Cloppenburg",Insgesamt,K03453,11292
2013,"Emsland",Insgesamt,K03454,22649
2013,"Friesland",Insgesamt,K03455,2817
2013,"Grafschaft Bentheim",Insgesamt,K03456,17303
2013,"Leer",Insgesamt,K03457,8388
2013,"Oldenburg",Insgesamt,K03458,7080
2013,"Osnabrück",Insgesamt,K03459,20549
2013,"Vechta",Insgesamt,K03460,11803
2013,"Wesermarsch",Insgesamt,K03461,4943
2013,"Wittmund",Insgesamt,K03462,1651
2013,"Statistische Region Weser-Ems",Insgesamt,K034,161787
2013,"Niedersachsen",Insgesamt,K030,525689
2012,"Braunschweig, Stadt",Insgesamt,K03101,20820
2012,"Salzgitter, Stadt",Insgesamt,K03102,9918
2012,"Wolfsburg, Stadt",Insgesamt,K03103,12680
2012,"Gifhorn",Insgesamt,K03151,7552
2012,"Goslar",Insgesamt,K03153,7419
2012,"Helmstedt",Insgesamt,K03154,3404
2012,"Northeim",Insgesamt,K03155,5113
2012,"Peine",Insgesamt,K03157,6508
2012,"Wolfenbüttel",Insgesamt,K03158,4690
2012,"Göttingen",Insgesamt,K03159,19654
2012,"Statistische Region Braunschweig",Insgesamt,K031,97758
2012,"Region Hannover",Insgesamt,K03241,119366
2012,"dav. Hannover, Lhst.",Insgesamt,K03241001,78442
2012,"dav. Hannover, Umland",Insgesamt,K03241999,40924
2012,"Diepholz",Insgesamt,K03251,9184
2012,"Hameln-Pyrmont",Insgesamt,K03252,10342
2012,"Hildesheim",Insgesamt,K03254,14417
2012,"Holzminden",Insgesamt,K03255,3072
2012,"Nienburg (Weser)",Insgesamt,K03256,5374
2012,"Schaumburg",Insgesamt,K03257,8491
2012,"Statistische Region Hannover",Insgesamt,K032,170246
2012,"Celle",Insgesamt,K03351,7959
2012,"Cuxhaven",Insgesamt,K03352,8167
2012,"Harburg",Insgesamt,K03353,11307
2012,"Lüchow-Dannenberg",Insgesamt,K03354,1601
2012,"Lüneburg",Insgesamt,K03355,6993
2012,"Osterholz",Insgesamt,K03356,4181
2012,"Rotenburg (Wümme)",Insgesamt,K03357,6657
2012,"Heidekreis",Insgesamt,K03358,6350
2012,"Stade",Insgesamt,K03359,9454
2012,"Uelzen",Insgesamt,K03360,2634
2012,"Verden",Insgesamt,K03361,6669
2012,"Statistische Region Lüneburg",Insgesamt,K033,71972
2012,"Delmenhorst, Stadt",Insgesamt,K03401,6616
2012,"Emden, Stadt",Insgesamt,K03402,2784
2012,"Oldenburg (Oldb), Stadt",Insgesamt,K03403,10122
2012,"Osnabrück, Stadt",Insgesamt,K03404,15985
2012,"Wilhelmshaven, Stadt",Insgesamt,K03405,4499
2012,"Ammerland",Insgesamt,K03451,4282
2012,"Aurich",Insgesamt,K03452,5736
2012,"Cloppenburg",Insgesamt,K03453,10700
2012,"Emsland",Insgesamt,K03454,21112
2012,"Friesland",Insgesamt,K03455,2687
2012,"Grafschaft Bentheim",Insgesamt,K03456,16768
2012,"Leer",Insgesamt,K03457,7867
2012,"Oldenburg",Insgesamt,K03458,6328
2012,"Osnabrück",Insgesamt,K03459,19312
2012,"Vechta",Insgesamt,K03460,11183
2012,"Wesermarsch",Insgesamt,K03461,4669
2012,"Wittmund",Insgesamt,K03462,1446
2012,"Statistische Region Weser-Ems",Insgesamt,K034,152096
2012,"Niedersachsen",Insgesamt,K030,492072
2020,"Braunschweig, Stadt",0 - 6,K03101,1340
2020,"Salzgitter, Stadt",0 - 6,K03102,1790
2020,"Wolfsburg, Stadt",0 - 6,K03103,1285
2020,"Gifhorn",0 - 6,K03151,810
2020,"Goslar",0 - 6,K03153,850
2020,"Helmstedt",0 - 6,K03154,480
2020,"Northeim",0 - 6,K03155,795
2020,"Peine",0 - 6,K03157,830
2020,"Wolfenbüttel",0 - 6,K03158,510
2020,"Göttingen",0 - 6,K03159,1975
2020,"Statistische Region Braunschweig",0 - 6,K031,10665
2020,"Region Hannover",0 - 6,K03241,9445
2020,"dav. Hannover, Lhst.",0 - 6,K03241001,4840
2020,"dav. Hannover, Umland",0 - 6,K03241999,4605
2020,"Diepholz",0 - 6,K03251,1405
2020,"Hameln-Pyrmont",0 - 6,K03252,1335
2020,"Hildesheim",0 - 6,K03254,1665
2020,"Holzminden",0 - 6,K03255,280
2020,"Nienburg (Weser)",0 - 6,K03256,810
2020,"Schaumburg",0 - 6,K03257,1000
2020,"Statistische Region Hannover",0 - 6,K032,15940
2020,"Celle",0 - 6,K03351,1015
2020,"Cuxhaven",0 - 6,K03352,835
2020,"Harburg",0 - 6,K03353,1000
2020,"Lüchow-Dannenberg",0 - 6,K03354,235
2020,"Lüneburg",0 - 6,K03355,820
2020,"Osterholz",0 - 6,K03356,515
2020,"Rotenburg (Wümme)",0 - 6,K03357,790
2020,"Heidekreis",0 - 6,K03358,910
2020,"Stade",0 - 6,K03359,1490
2020,"Uelzen",0 - 6,K03360,430
2020,"Verden",0 - 6,K03361,720
2020,"Statistische Region Lüneburg",0 - 6,K033,8765
2020,"Delmenhorst, Stadt",0 - 6,K03401,1195
2020,"Emden, Stadt",0 - 6,K03402,510
2020,"Oldenburg (Oldb), Stadt",0 - 6,K03403,1445
2020,"Osnabrück, Stadt",0 - 6,K03404,1510
2020,"Wilhelmshaven, Stadt",0 - 6,K03405,860
2020,"Ammerland",0 - 6,K03451,585
2020,"Aurich",0 - 6,K03452,800
2020,"Cloppenburg",0 - 6,K03453,1565
2020,"Emsland",0 - 6,K03454,2800
2020,"Friesland",0 - 6,K03455,415
2020,"Grafschaft Bentheim",0 - 6,K03456,1145
2020,"Leer",0 - 6,K03457,1330
2020,"Oldenburg",0 - 6,K03458,785
2020,"Osnabrück",0 - 6,K03459,2320
2020,"Vechta",0 - 6,K03460,1635
